Title,Pic,Summary,SID,Product Name,Rating,Scale,Author,Date,URL,Verdict
The Satechi Trio Wireless Charging Pad Is the Best I’ve Ever Used,https://www.reviewgeek.com/p/uploads/2020/08/2489955a.jpg,"I have a love/hate relationship with wireless charging mats—especially ones that can charge multiple devices at one time. On one hand, they’re super convenient and versatile. On the other, they seem to be far more finicky than wireless charging stands, as I’ve found it to be challenging to quickly get phones seated just right to initiate charging. Until I tried the Satechi Trio, anyway.",49294,The Satechi Trio Wireless Charging Pad Is the Best I’ve Ever Used,9,10,Cameron Summerson,2020-08-17T09:00:25-04:00,https://www.reviewgeek.com/49294/the-satechi-trio-wireless-charging-pad-is-the-best-ive-ever-used/,"Unlike some other multi-device wireless chargers that also have a USB-C out, the Trio is wireless-only. It features a single USB-C input and ships with a 24w PD brick that powers the whole setup. That adds to the Trio’s value, as many other charging mats don’t ship with a brick."
Yeedi K700 Robot Vaccum Cleaner and Mop: A Brilliant Budget Dust Buster,https://www.reviewgeek.com/p/uploads/2020/08/95efa90a.jpg,"Yeedi is a relatively new addition to the robot vacuum family. The Yeedi K700 is the latest in their range, preceded by the K600 and the K650. Both of these models were simple robovacs. The K700 builds on the brand’s experience and adds a further function: mopping.",50549,Yeedi K700 Robot Vaccum Cleaner and Mop: A Brilliant Budget Dust Buster,8,10,Ste Knight,2020-09-04T09:00:33-04:00,https://www.reviewgeek.com/50549/yeedi-k700-robat-vaccum-cleaner-and-mop-a-brilliant-budget-dust-buster/,"Given the current $299 price point, I think this is a market leader in terms of budget robot vacuums. Considering it has a mopping function "
The BLU G90 Pro Might Be the Best $200 You Can Spend on a Phone Today,https://www.reviewgeek.com/p/uploads/2020/08/2e0dca1d.jpg,"Budget phone maker BLU is launching a new phone today with the G90 Pro. It’s not only a spec-bump for the previously-announced G90, but it’s also the company’s first “gaming phone.” I’ve been playing with it for the last couple of weeks—here’s what you need to know.",51652,The BLU G90 Pro Might Be the Best $200 You Can Spend on a Phone Today,8,10,Cameron Summerson,2020-08-26T09:00:45-04:00,https://www.reviewgeek.com/51652/blu-g90-pro-review-a-200-gaming-phone-that-gets-a-lot-right/,"For almost half of the cost of the 4a, then hell yeah, it’s a good value. If you’re in the market for a good phone and absolutely don’t want to spend more than a couple hundred bucks, you’ll be hard-pressed to find a better one than the G90 Pro."
BlendJet’s Tiny Battery-Powered Blender Can Make a Smoothie Wherever You Are,https://www.reviewgeek.com/p/uploads/2020/08/d47233c0.jpg,"Have you ever wanted to blend a smoothie in your car, or bypass the crazy-expensive bar at your gym and roll your own protein shake? To be perfectly honest, I haven’t. But I can see the appeal, so when BlendJet offered me a review unit of its tiny battery-powered blender, I said yes.",49443,BlendJet’s Tiny Battery-Powered Blender Can Make a Smoothie Wherever You Are,7,10,Michael Crider,2020-08-06T09:00:09-04:00,https://www.reviewgeek.com/49443/blendjets-tiny-battery-powered-blender-makes-a-smoothie-in-your-gym-bag/,"Running the battery from full to empty, the BlendJet handled 23 blending cycles before it petered out. Assuming one use per day, that’s about three weeks of use before it needs a recharge. And if you happen to go too long between charges, five minutes on a 5-volt charger was enough to squeeze one more cycle out of the blender. The only downside: It won’t run while it’s charging. That means if you’re running dry, it’ll be a good 10-20 minutes before you can use it again."
Self-Emptying Shark IQ Robotic Vacuum: A Bot with a Purpose,https://www.reviewgeek.com/p/uploads/2020/08/01f8d8ad.jpg,"Being a “gadget guy” means that I’m always riding that fine line between cost and practical benefits in order to justify my purchases to the wife. So, when she asked me to get a new robot vacuum for our newly renovated floors, I immediately started researching the best options and executed a purchase before she could change her mind! Did I choose wisely? Let’s find out.",49867,Self-Emptying Shark IQ Robotic Vacuum: A Bot with a Purpose,7,10,Russ Houberg,2020-09-01T09:00:13-04:00,https://www.reviewgeek.com/49867/self-emptying-shark-iq-robotic-vacuum-a-bot-with-a-purpose/,"I also take a moment to inspect the exterior sensors, making sure they aren’t coated in dirt or grime. The last thing I want is for the cliff sensors to stop working such that my bot ends up in multiple pieces at the bottom of the stairs!"
The Fluidstance Slope Reminded Me That Writing Stuff Down Rocks,https://www.reviewgeek.com/p/uploads/2020/08/656c23f8.jpg,"Think about the last time you wrote something down. Like, with a pen. On some sort of writing surface. For me, that’s been quite a while—until I got the Fluidstance Slope for review, anyway. Fluidstance describes the Slope as a “personal desktop whiteboard,” but I just call it a quick place to jot down ideas. But it’s also something I didn’t realize how much I needed until I got it.",51009,The Fluidstance Slope Reminded Me That Writing Stuff Down Rocks,8,10,Cameron Summerson,2020-08-28T09:00:58-04:00,https://www.reviewgeek.com/51009/the-fluidstance-slope-reminded-me-that-writing-stuff-down-rocks/,"The Slope has a lot more utility than I expected, but we have to talk about the price. At $60, it’s pretty expensive for what it is. In fact, you can get similar products on Amazon for "
"The Vari Standing Desk Is Rock-Solid and Super Easy, But Skip the “Wood” Option",https://www.reviewgeek.com/p/uploads/2020/08/f03046ea.jpg,"I’ve been using a standing desk for several years to help with my back pain and generally be healthier. When Vari reached out to me with an offer to review its second-generation electric desk, I wanted to see what advancements had been made in the last few years. It turns out: There have been several!",49401,"The Vari Standing Desk Is Rock-Solid and Super Easy, But Skip the “Wood” Option",8.5,10,Michael Crider,2020-08-07T09:00:14-04:00,https://www.reviewgeek.com/49401/the-vari-standing-desk-is-rock-solid-and-super-easy-but-skip-the-wood-option/,"Vari sells this desk with various faux wood laminate finishes, as well as flat black or white. And based on the photos from the website, I’d go with the black or white option—their solid colors shouldn’t have this low-quality printing issue. If this desk wasn’t pretending to be genuine wood, it would get rid of the only real complaint I have about it."
The Fluidstance Level Balance Board Makes My Standing Desk Even Better,https://www.reviewgeek.com/p/uploads/2020/07/36c81c60.jpg,"I’ve been using a standing desk since 2012, but one aspect that I’ve always struggled with is, well, the standing part. I’ve tried various mats, different shoes, and all that jazz—but the Fluidstance balance board was the answer I’ve been looking for all along.",46873,The Fluidstance Level Balance Board Makes My Standing Desk Even Better,8,10,Cameron Summerson,2020-07-10T08:00:30-04:00,https://www.reviewgeek.com/46873/the-fluidstance-level-balance-board-made-my-standing-desk-even-better/,I tried the 
The Turboant X7 Electric Scooter Is an Awesome City Ride,https://www.reviewgeek.com/p/uploads/2020/08/34455d66.jpg,"When the second the Turboant X7 electric scooter was offered up for review, I jumped at the chance. This not-quite-pocket rocket is currently retailing at $449.99 and, if you ask me, is worth every cent. Why? Because the money you’ll save on city travel with this little beast is going to pay for the Turboant X7 many times over.",49236,The Turboant X7 Electric Scooter Is an Awesome City Ride,9,10,Ste Knight,2020-08-05T09:00:05-04:00,https://www.reviewgeek.com/49236/the-turboant-x7-electric-scooter-is-an-awesome-city-ride/,"The LED screen is nice and bright in both light and dark conditions. (Although thanks to its blink-rate, it was impossible to photograph in the required detail, so check out the video above instead.) This means that you can always see the speed you are traveling and the battery level, along with whatever speed mode the scooter is actually in. Apparently, it also displays a spanner icon if it is faulty but, as I never had a fault, I never saw that icon."
Amazon Fire HD 8: The Best Budget Tablet Has New Tricks and Old Flaws,https://www.reviewgeek.com/p/uploads/2020/06/10fb15c7-3.png,"Amazon is one of few companies to carve out a space in the tablet market. Its Fire tablets, while limited by hardware and app selection, are incredibly affordable and perfect for streaming, reading, or light gaming. And while the new $90 Fire HD 8 is appealing for its new smart features and upgraded processor, its faults feel more obvious than ever.",46116,Amazon Fire HD 8: The Best Budget Tablet Has New Tricks and Old Flaws,7,10,Andrew Heinzman,2020-07-08T08:00:53-04:00,https://www.reviewgeek.com/46116/amazon-fire-hd-8-the-best-budget-tablet-has-new-tricks-and-old-flaws/,I don’t 
"The GMMK Is a Dependable, Flexible Modular Keyboard That Won’t Break the Bank",https://www.reviewgeek.com/p/uploads/2020/08/d1ac34c6.jpg,"The GMMK—short for “Glorious Modular Mechanical Keyboard,” because the Glorious PC Gaming Race manufacturer has heard of subtlety and doesn’t want anything to do with it—tries to make modular keyboards accessible. It’s relatively inexpensive, comes with a bunch of accessories, has a solid build, and best of all, it’s a flexible platform for expanding your collection of mechanical keyboard gear.",49447,"The GMMK Is a Dependable, Flexible Modular Keyboard That Won’t Break the Bank",7.5,10,Michael Crider,2020-08-11T09:00:12-04:00,https://www.reviewgeek.com/49447/the-gmmk-is-a-dependable-flexible-modular-keyboard-that-wont-break-the-bank/,"But those two sentences are really the only bad things I can say about it. The keyboard is flexible, high-quality, and hits all of the notes that it’s trying to. As an introduction to the mechanical keyboard space, it’s a great middle ground between the cheaper and less-functional options and the much more expensive premium boards meant for enthusiasts. If the software isn’t amazing, then at least you don’t have to use it once you’ve set it up."
The Wyze Cam Outdoor Is Almost Unbelievably Good for $50,https://www.reviewgeek.com/p/uploads/2020/07/9c2746b1-2.jpg,"Wyze might be one of my favorite companies right now: It makes quality smart home products, with good software and apps, at prices that seem borderline impossible. I’ve been using the inexpensive Wyze Cam for a while, and my only complaint was that it wasn’t actually rated for the outdoor conditions of the porch where I was using it.",48544,The Wyze Cam Outdoor Is Almost Unbelievably Good for $50,9,10,Michael Crider,2020-07-27T12:00:25-04:00,https://www.reviewgeek.com/48544/the-wyze-cam-outdoor-is-almost-unbelievably-good-for-50/,"Should you buy the Wyze Cam Outdoor? If you’re already invested in Wyze’s growing ecosystem of smart home tech, and especially if you’re already using the standard Cam for outdoor use (perhaps via "
